Country,Net migration,"Population density (per km2, 2017)","Sex ratio (m per 100 f, 2017)","Population age distribution (0-14   60+ years, %)",Health: Physicians (per 1000 pop.),Mobile-cellular subscriptions (per 100 inhabitants),activeondateimp,Sevendaypred,twelvedaypred,thirtydaypred,Weekend,Weekday,CATEGORY
Algeria,-0.39,17.3,102.0,3.117021277,1.13,113.0,12,21.0,58.0,1323.0,0,1,1
Algeria,-0.39,17.3,102.0,3.117021277,1.13,113.0,24,93.0,264.0,1769.0,0,1,1
Algeria,-0.39,17.3,102.0,3.117021277,1.13,113.0,24,93.0,264.0,1769.0,0,1,2
Algeria,-0.39,17.3,102.0,3.117021277,1.13,113.0,24,93.0,264.0,1769.0,0,1,1
Algeria,-0.39,17.3,102.0,3.117021277,1.13,113.0,90,440.0,898.0,2254.0,0,1,1
Algeria,-0.39,17.3,102.0,3.117021277,1.13,113.0,60,264.0,524.0,1931.0,0,1,2
Algeria,-0.39,17.3,102.0,3.117021277,1.13,113.0,90,440.0,898.0,2254.0,0,1,2
Algeria,-0.39,17.3,102.0,3.117021277,1.13,113.0,90,440.0,898.0,2254.0,0,1,1
Algeria,-0.39,17.3,102.0,3.117021277,1.13,113.0,74,310.0,603.0,1931.0,0,1,1
Algeria,-0.39,17.3,102.0,3.117021277,1.13,113.0,60,264.0,524.0,1931.0,0,1,2
Algeria,-0.39,17.3,102.0,3.117021277,1.13,113.0,201,524.0,1203.0,2301.0,1,0,2
Algeria,-0.39,17.3,102.0,3.117021277,1.13,113.0,230,603.0,1323.0,2443.0,0,1,3
Algeria,-0.39,17.3,102.0,3.117021277,1.13,113.0,230,603.0,1323.0,2443.0,0,1,2
Argentina,0.61,16.2,95.9,1.616883117,3.8,143.9,19,98.0,371.0,1850.0,0,1,2
Argentina,0.61,16.2,95.9,1.616883117,3.8,143.9,19,81.0,343.0,1812.0,0,1,2
Argentina,0.61,16.2,95.9,1.616883117,3.8,143.9,19,98.0,371.0,1850.0,0,1,1
Argentina,0.61,16.2,95.9,1.616883117,3.8,143.9,19,98.0,371.0,1850.0,0,1,1
Argentina,0.61,16.2,95.9,1.616883117,3.8,143.9,45,263.0,622.0,2177.0,1,0,2
Argentina,0.61,16.2,95.9,1.616883117,3.8,143.9,97,468.0,1021.0,2412.0,0,1,2
Argentina,0.61,16.2,95.9,1.616883117,3.8,143.9,97,468.0,1021.0,2412.0,0,1,1
Argentina,0.61,16.2,95.9,1.616883117,3.8,143.9,56,343.0,699.0,2271.0,0,1,1
Argentina,0.61,16.2,95.9,1.616883117,3.8,143.9,56,343.0,699.0,2271.0,0,1,2
Argentina,0.61,16.2,95.9,1.616883117,3.8,143.9,68,371.0,747.0,2271.0,0,1,2
Argentina,0.61,16.2,95.9,1.616883117,3.8,143.9,79,405.0,788.0,2412.0,0,1,1
Argentina,0.61,16.2,95.9,1.616883117,3.8,143.9,97,468.0,1021.0,2412.0,0,1,3
Argentina,0.61,16.2,95.9,1.616883117,3.8,143.9,0,0.0,0.0,81.0,0,1,1
Argentina,0.61,16.2,95.9,1.616883117,3.8,143.9,128,622.0,1123.0,2412.0,0,1,2
Argentina,0.61,16.2,95.9,1.616883117,3.8,143.9,301,788.0,1443.0,2412.0,0,1,2
Argentina,0.61,16.2,95.9,1.616883117,3.8,143.9,97,468.0,1021.0,2412.0,0,1,2
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,1018,4784.0,8570.0,15485.0,0,1,3
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,1018,4784.0,8570.0,15485.0,0,1,1
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,1018,4784.0,8570.0,15485.0,0,1,2
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,1018,4784.0,8570.0,15485.0,0,1,1
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,655,2946.0,6830.0,14681.0,1,0,2
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,182,1373.0,3709.0,13907.0,0,1,2
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,182,1373.0,3709.0,13907.0,0,1,1
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,1018,4784.0,8570.0,15485.0,0,1,2
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,246,1781.0,4784.0,14160.0,0,1,2
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,504,2527.0,5880.0,14644.0,0,1,1
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,1018,4784.0,8570.0,15485.0,0,1,1
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,1332,5633.0,8944.0,16280.0,0,1,1
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,1332,5633.0,8944.0,16280.0,0,1,1
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,1332,5633.0,8944.0,16280.0,0,1,1
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,2013,6830.0,10554.0,16489.0,0,1,3
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,1646,5880.0,9793.0,16577.0,0,1,2
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,1332,5633.0,8944.0,16280.0,0,1,1
Austria,2.0,106.0,96.2,0.561752988,5.2,157.4,2013,6830.0,10554.0,16489.0,0,1,2
Belgium,1.23,377.5,97.3,0.6951219512000001,3.0,115.7,0,1.0,1.0,7.5,1,0,1
Belgium,1.23,377.5,97.3,0.6951219512000001,3.0,115.7,314,1890.0,4323.0,27314.0,0,1,2
Belgium,1.23,377.5,97.3,0.6951219512000001,3.0,115.7,559,2379.0,5130.0,27827.0,0,1,1
Belgium,1.23,377.5,97.3,0.6951219512000001,3.0,115.7,559,2379.0,5130.0,27827.0,0,1,1
Belgium,1.23,377.5,97.3,0.6951219512000001,3.0,115.7,559,2379.0,5130.0,27827.0,0,1,2
Belgium,1.23,377.5,97.3,0.6951219512000001,3.0,115.7,1486,5130.0,12508.0,30574.0,0,1,3
Belgium,1.23,377.5,97.3,0.6951219512000001,3.0,115.7,1486,5130.0,12508.0,30574.0,0,1,1
Belgium,1.23,377.5,97.3,0.6951219512000001,3.0,115.7,1486,5130.0,12508.0,30574.0,0,1,2
Belgium,1.23,377.5,97.3,0.6951219512000001,3.0,115.7,314,1890.0,4323.0,27314.0,0,1,1
Belgium,1.23,377.5,97.3,0.6951219512000001,3.0,115.7,2257,7861.0,14221.0,30222.0,0,1,1
Brazil,-0.03,25.0,96.6,1.7222222219999999,1.9,126.6,13,214.0,620.0,12356.0,1,0,1
Brazil,-0.03,25.0,96.6,1.7222222219999999,1.9,126.6,151,915.0,2640.0,18270.0,0,1,1
Brazil,-0.03,25.0,96.6,1.7222222219999999,1.9,126.6,200,2172.0,4092.0,21174.0,0,1,1
Brazil,-0.03,25.0,96.6,1.7222222219999999,1.9,126.6,793,3618.0,7348.0,22671.0,0,1,2
Brazil,-0.03,25.0,96.6,1.7222222219999999,1.9,126.6,793,3618.0,7348.0,22671.0,0,1,1
Brazil,-0.03,25.0,96.6,1.7222222219999999,1.9,126.6,372,2640.0,4691.0,21925.0,0,1,1
Brazil,-0.03,25.0,96.6,1.7222222219999999,1.9,126.6,621,3106.0,5736.0,22562.0,0,1,2
Brazil,-0.03,25.0,96.6,1.7222222219999999,1.9,126.6,1924,4691.0,10586.0,23602.0,0,1,2
Brazil,-0.03,25.0,96.6,1.7222222219999999,1.9,126.6,372,2640.0,4691.0,21925.0,0,1,2
Brazil,-0.03,25.0,96.6,1.7222222219999999,1.9,126.6,621,3106.0,5736.0,22562.0,0,1,2
Brazil,-0.03,25.0,96.6,1.7222222219999999,1.9,126.6,1924,4691.0,10586.0,23602.0,0,1,1
Chile,0.3,24.3,98.2,1.26875,1.08,129.5,13,249.0,644.0,5220.0,0,1,1
Chile,0.3,24.3,98.2,1.26875,1.08,129.5,238,1338.0,2722.0,7138.0,0,1,2
Chile,0.3,24.3,98.2,1.26875,1.08,129.5,238,1338.0,2722.0,7138.0,0,1,2
Chile,0.3,24.3,98.2,1.26875,1.08,129.5,238,1163.0,2384.0,6825.0,0,1,2
Chile,0.3,24.3,98.2,1.26875,1.08,129.5,74,644.0,1583.0,6171.0,1,0,2
Chile,0.3,24.3,98.2,1.26875,1.08,129.5,13,249.0,644.0,5220.0,0,1,2
Chile,0.3,24.3,98.2,1.26875,1.08,129.5,238,1338.0,2722.0,7138.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,3554,20535.0,32795.0,65755.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67790,67800.0,67801.0,71515.0,1,0,2
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,444,4394.0,15561.0,62442.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,1423,15561.0,28431.0,64786.0,0,1,2
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,440,1423.0,7153.0,62956.0,0,1,2
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67786,67800.0,67801.0,71515.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67800,67801.0,67801.0,75541.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,13522,32795.0,57649.0,67274.5,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,48206,62956.0,64287.0,67786.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,65596,67332.0,67743.0,67801.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67798,67800.0,67801.0,71515.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67798,67800.0,67801.0,71515.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67798,67800.0,67801.0,71515.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67798,67800.0,67801.0,71515.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67799,67800.0,67801.0,73413.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67799,67800.0,67801.0,73413.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67799,67800.0,67801.0,73413.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67800,67801.0,67801.0,76001.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67800,67801.0,67801.0,76001.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67800,67801.0,67801.0,76001.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67800,67801.0,67801.0,75541.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67800,67801.0,67801.0,75541.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67800,67801.0,67801.0,75541.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67800,67801.0,67801.0,75541.0,0,1,1
China,-0.4,149.29,94.566,0.7568100358,1.5,215.46599999999998,67800,67801.0,67801.0,75541.0,0,1,1
Colombia,-0.31,44.2,96.8,2.025862069,1.35,115.7,9,118.0,373.0,1916.0,0,1,2
Colombia,-0.31,44.2,96.8,2.025862069,1.35,115.7,9,118.0,373.0,1916.0,0,1,1
Colombia,-0.31,44.2,96.8,2.025862069,1.35,115.7,9,118.0,373.0,1916.0,0,1,2
Colombia,-0.31,44.2,96.8,2.025862069,1.35,115.7,54,276.0,600.0,2360.0,0,1,1
Colombia,-0.31,44.2,96.8,2.025862069,1.35,115.7,54,276.0,600.0,2360.0,0,1,2
Colombia,-0.31,44.2,96.8,2.025862069,1.35,115.7,54,276.0,600.0,2360.0,0,1,1
Colombia,-0.31,44.2,96.8,2.025862069,1.35,115.7,54,276.0,600.0,2360.0,0,1,2
Colombia,-0.31,44.2,96.8,2.025862069,1.35,115.7,9,118.0,373.0,1916.0,0,1,2
Colombia,-0.31,44.2,96.8,2.025862069,1.35,115.7,22,203.0,507.0,2111.0,1,0,2
Colombia,-0.31,44.2,96.8,2.025862069,1.35,115.7,54,276.0,600.0,2360.0,0,1,2
Colombia,-0.31,44.2,96.8,2.025862069,1.35,115.7,54,276.0,600.0,2360.0,0,1,3
Colombia,-0.31,44.2,96.8,2.025862069,1.35,115.7,277,801.0,1360.0,2585.0,0,1,2
Colombia,-0.31,44.2,96.8,2.025862069,1.35,115.7,128,507.0,1042.0,2585.0,0,1,1
Colombia,-0.31,44.2,96.8,2.025862069,1.35,115.7,128,507.0,1042.0,2585.0,0,1,1
Croatia,1.58,74.9,93.1,0.5485074627000001,3.1,103.8,19,111.0,399.0,1354.0,0,1,1
Croatia,1.58,74.9,93.1,0.5485074627000001,3.1,103.8,9,12.0,49.0,1046.0,0,1,1
Croatia,1.58,74.9,93.1,0.5485074627000001,3.1,103.8,57,327.0,702.0,1474.0,0,1,1
Croatia,1.58,74.9,93.1,0.5485074627000001,3.1,103.8,7,12.0,28.0,896.0,1,0,1
Croatia,1.58,74.9,93.1,0.5485074627000001,3.1,103.8,105,519.0,896.0,1615.0,0,1,2
Croatia,1.58,74.9,93.1,0.5485074627000001,3.1,103.8,49,291.0,603.0,1428.0,1,0,2
Croatia,1.58,74.9,93.1,0.5485074627000001,3.1,103.8,65,399.0,740.0,1604.0,0,1,2
Croatia,1.58,74.9,93.1,0.5485074627000001,3.1,103.8,105,519.0,896.0,1615.0,0,1,1
Croatia,1.58,74.9,93.1,0.5485074627000001,3.1,103.8,105,519.0,896.0,1615.0,0,1,1
Croatia,1.58,74.9,93.1,0.5485074627000001,3.1,103.8,19,111.0,399.0,1354.0,0,1,2
Croatia,1.58,74.9,93.1,0.5485074627000001,3.1,103.8,105,519.0,896.0,1615.0,0,1,1
Czech Republic,0.97,137.5,96.7,0.6015625,3.7,129.2,94,678.0,1370.0,5641.0,0,1,1
Czech Republic,0.97,137.5,96.7,0.6015625,3.7,129.2,94,678.0,1370.0,5641.0,0,1,1
Czech Republic,0.97,137.5,96.7,0.6015625,3.7,129.2,94,678.0,1370.0,5641.0,0,1,1
Czech Republic,0.97,137.5,96.7,0.6015625,3.7,129.2,94,678.0,1370.0,5641.0,0,1,1
Czech Republic,0.97,137.5,96.7,0.6015625,3.7,129.2,94,678.0,1370.0,5641.0,0,1,2
Czech Republic,0.97,137.5,96.7,0.6015625,3.7,129.2,298,1221.0,2620.0,6598.0,0,1,3
Czech Republic,0.97,137.5,96.7,0.6015625,3.7,129.2,298,1221.0,2620.0,6598.0,0,1,2
Czech Republic,0.97,137.5,96.7,0.6015625,3.7,129.2,464,1642.0,2866.0,6598.0,0,1,1
Czech Republic,0.97,137.5,96.7,0.6015625,3.7,129.2,694,1953.0,3183.0,6598.0,0,1,1
Czech Republic,0.97,137.5,96.7,0.6015625,3.7,129.2,464,1642.0,2866.0,6598.0,0,1,1
Czech Republic,0.97,137.5,96.7,0.6015625,3.7,129.2,694,1953.0,3183.0,6598.0,0,1,2
Czech Republic,0.97,137.5,96.7,0.6015625,3.7,129.2,694,1953.0,3183.0,6598.0,0,1,2
Czech Republic,0.97,137.5,96.7,0.6015625,3.7,129.2,995,2620.0,3712.0,6737.0,1,0,2
Czech Republic,0.97,137.5,96.7,0.6015625,3.7,129.2,694,1953.0,3183.0,6598.0,0,1,1
Czech Republic,0.97,137.5,96.7,0.6015625,3.7,129.2,694,1953.0,3183.0,6598.0,0,1,2
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,836,1275.0,1809.0,6277.0,1,0,2
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,804,1219.0,1683.0,6270.0,0,1,1
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,444,1053.0,1395.0,6056.0,0,1,1
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,933,1395.0,2119.0,6521.0,0,1,1
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,804,1219.0,1683.0,6270.0,0,1,1
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,1116,1683.0,2488.0,6622.0,0,1,1
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,1116,1683.0,2488.0,6622.0,0,1,1
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,1116,1683.0,2488.0,6622.0,0,1,1
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,1116,1683.0,2488.0,6622.0,0,1,1
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,836,1275.0,1809.0,6277.0,1,0,2
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,1116,1683.0,2488.0,6622.0,0,1,1
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,617,1131.0,1507.0,6229.0,0,1,2
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,1225,1809.0,2747.0,6940.0,0,1,1
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,1,12.0,291.0,2119.0,0,1,2
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,92,915.0,1275.0,5208.0,0,1,2
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,1025,1507.0,2290.0,6622.0,0,1,2
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,1116,1683.0,2488.0,6622.0,0,1,2
Denmark,2.48,135.1,99.0,0.6521739129999999,3.6,128.3,1025,1507.0,2290.0,6622.0,0,1,1
Dominican Republic,-3.22,222.8,99.2,2.87254902,1.5,82.6,0,2.0,8.0,916.0,1,0,1
Dominican Republic,-3.22,222.8,99.2,2.87254902,1.5,82.6,34,516.0,1045.0,2602.0,0,1,2
Dominican Republic,-3.22,222.8,99.2,2.87254902,1.5,82.6,11,288.0,724.0,2428.0,0,1,2
Dominican Republic,-3.22,222.8,99.2,2.87254902,1.5,82.6,11,137.0,516.0,2381.0,1,0,1
Dominican Republic,-3.22,222.8,99.2,2.87254902,1.5,82.6,21,323.0,881.0,2428.0,0,1,2
Dominican Republic,-3.22,222.8,99.2,2.87254902,1.5,82.6,34,516.0,1045.0,2602.0,0,1,2
Dominican Republic,-3.22,222.8,99.2,2.87254902,1.5,82.6,34,516.0,1045.0,2602.0,0,1,1
Dominican Republic,-3.22,222.8,99.2,2.87254902,1.5,82.6,34,516.0,1045.0,2602.0,0,1,1
Dominican Republic,-3.22,222.8,99.2,2.87254902,1.5,82.6,72,606.0,1322.0,2602.0,0,1,2
Ecuador,-8.58,66.9,99.9,2.704761905,1.7,79.4,17,216.0,1118.0,4181.0,0,1,1
Ecuador,-8.58,66.9,99.9,2.704761905,1.7,79.4,58,1118.0,1922.0,4629.0,0,1,2
Ecuador,-8.58,66.9,99.9,2.704761905,1.7,79.4,58,1118.0,1922.0,4629.0,0,1,3
Ecuador,-8.58,66.9,99.9,2.704761905,1.7,79.4,58,1118.0,1922.0,4629.0,0,1,2
Ecuador,-8.58,66.9,99.9,2.704761905,1.7,79.4,58,1118.0,1922.0,4629.0,0,1,1
Ecuador,-8.58,66.9,99.9,2.704761905,1.7,79.4,58,1118.0,1922.0,4629.0,0,1,2
Ecuador,-8.58,66.9,99.9,2.704761905,1.7,79.4,58,1118.0,1922.0,4629.0,0,1,2
Ecuador,-8.58,66.9,99.9,2.704761905,1.7,79.4,506,1822.0,3237.0,4858.0,1,0,2
Ecuador,-8.58,66.9,99.9,2.704761905,1.7,79.4,506,1822.0,3237.0,4858.0,1,0,2
Egypt,-0.22,98.0,102.3,4.240506329,0.8,111.0,256,514.0,721.0,2355.0,0,1,2
Egypt,-0.22,98.0,102.3,4.240506329,0.8,111.0,256,514.0,721.0,2355.0,0,1,2
Egypt,-0.22,98.0,102.3,4.240506329,0.8,111.0,110,319.0,541.0,2050.0,1,0,1
Egypt,-0.22,98.0,102.3,4.240506329,0.8,111.0,196,419.0,619.0,2393.0,0,1,1
Egypt,-0.22,98.0,102.3,4.240506329,0.8,111.0,110,319.0,541.0,2050.0,1,0,1
Egypt,-0.22,98.0,102.3,4.240506329,0.8,111.0,456,791.0,1339.0,2750.0,0,1,2
Egypt,-0.22,98.0,102.3,4.240506329,0.8,111.0,456,791.0,1339.0,2750.0,0,1,2
Egypt,-0.22,98.0,102.3,4.240506329,0.8,111.0,456,791.0,1339.0,2750.0,0,1,1
Egypt,-0.22,98.0,102.3,4.240506329,0.8,111.0,456,791.0,1339.0,2750.0,0,1,1
Estonia,-3.16,30.9,88.2,0.6332046332,3.3,148.7,16,265.0,340.0,1270.0,0,1,1
Estonia,-3.16,30.9,88.2,0.6332046332,3.3,148.7,16,265.0,340.0,1270.0,0,1,1
Estonia,-3.16,30.9,88.2,0.6332046332,3.3,148.7,16,265.0,340.0,1270.0,0,1,2
Estonia,-3.16,30.9,88.2,0.6332046332,3.3,148.7,225,357.0,657.0,1440.0,0,1,2
Estonia,-3.16,30.9,88.2,0.6332046332,3.3,148.7,225,357.0,657.0,1440.0,0,1,1
Estonia,-3.16,30.9,88.2,0.6332046332,3.3,148.7,205,340.0,604.0,1435.0,0,1,1
Estonia,-3.16,30.9,88.2,0.6332046332,3.3,148.7,115,302.0,514.0,1339.0,1,0,2
Estonia,-3.16,30.9,88.2,0.6332046332,3.3,148.7,16,287.0,357.0,1320.0,0,1,2
Estonia,-3.16,30.9,88.2,0.6332046332,3.3,148.7,16,287.0,357.0,1320.0,0,1,1
Estonia,-3.16,30.9,88.2,0.6332046332,3.3,148.7,16,287.0,357.0,1320.0,0,1,1
